KIA CORP /KRW/,KR7000270009,Common Stock,South Korea,KRW,0.21%,"KRW 367,738.79","98,000.00"
GENERAL MILLS INC,US3703341046,Common Stock,United States,USD,0.21%,"$ 367,387.51",73.61
NIPPON TELEGRAPH & TELEP /JPY/,JP3735400008,Common Stock,Japan,JPY,0.21%,"JPY 366,540.66",148.40
BAYERISCHE MOTOREN WERKE /EUR/,DE0005190003,Common Stock,Germany,EUR,0.21%,"EUR 366,529.07",77.76
KDDI CORP /JPY/,JP3496400007,Common Stock,Japan,JPY,0.21%,"JPY 362,954.11","4,687.00"
AGILENT TECHNOLOGIES INC,US00846U1016,Common Stock,United States,USD,0.21%,"$ 362,569.97",144.97
ROPER TECHNOLOGIES INC,US7766961061,Common Stock,United States,USD,0.21%,"$ 362,331.90",544.86
ABBOTT LABORATORIES,US0028241000,Common Stock,United States,USD,0.21%,"$ 362,137.60",112.64
ENGIE /EUR/,FR0010208488,Common Stock,France,EUR,0.20%,"EUR 359,273.93",15.42
CANON INC /JPY/,JP3242800005,Common Stock,Japan,JPY,0.20%,"JPY 358,728.66","4,843.00"
INTERPUBLIC GROUP OF COS INC,US4606901001,Common Stock,United States,USD,0.20%,"$ 356,240.30",30.79
INPEX CORPORATION /JPY/,JP3294460005,Common Stock,Japan,JPY,0.20%,"JPY 354,424.43","2,166.00"
METRO INC/CN /CAD/,CA59162N1096,Common Stock,Canada,CAD,0.20%,"CAD 354,120.86",83.30
NATURGY ENERGY GROUP SA /EUR/,ES0116870314,Common Stock,Spain,EUR,0.20%,"EUR 353,005.06",23.22
BOSTON SCIENTIFIC CORP,US1011371077,Common Stock,United States,USD,0.20%,"$ 351,686.40",84.54
NN GROUP NV /EUR/,NL0010773842,Common Stock,Netherlands,EUR,0.20%,"EUR 350,961.69",43.90
OMNICOM GROUP,US6819191064,Common Stock,United States,USD,0.20%,"$ 349,128.90",101.55
EXTRA SPACE STORAGE INC,US30225T1025,Fund - Real Estate Investment Trust,United States,USD,0.20%,"$ 349,128.80",169.48
CAPGEMINI SE /EUR/,FR0000125338,Common Stock,France,EUR,0.20%,"EUR 347,059.62",189.00
VODAFONE GROUP PLC /GBP/,GB00BH4HKS39,Common Stock,United Kingdom,GBP,0.20%,"GBP 346,996.36",0.74
GLENCORE PLC /GBP/,JE00B4T3BW64,Common Stock,Australia,GBP,0.20%,"GBP 345,731.24",4.33
CENTENE CORP,US15135B1017,Common Stock,United States,USD,0.20%,"$ 345,407.36",72.08
WOODSIDE ENERGY GROUP LT /AUD/,AU0000224040,Common Stock,Australia,AUD,0.20%,"AUD 344,630.77",26.64
ENBRIDGE INC /CAD/,CA29250N1050,Common Stock,Canada,CAD,0.20%,"CAD 344,354.70",55.76
ENI SPA /EUR/,IT0003132476,Common Stock,Italy,EUR,0.20%,"EUR 344,155.52",14.32
CAN IMPERIAL BK OF COMME /CAD/,CA1360691010,Common Stock,Canada,CAD,0.20%,"CAD 343,696.31",81.74
TARGET CORP,US87612E1064,Common Stock,United States,USD,0.20%,"$ 343,062.72",152.88
HEWLETT PACKARD ENTERPRIS,US42824C1099,Common Stock,United States,USD,0.20%,"$ 342,683.78",20.62
TOURMALINE OIL CORP /CAD/,CA89156V1067,Common Stock,Canada,CAD,0.20%,"CAD 342,565.24",66.55
COSTCO WHOLESALE CORP,US22160K1051,Common Stock,United States,USD,0.19%,"$ 341,763.57",883.11
TELSTRA GROUP LTD /AUD/,AU000000TLS2,Common Stock,Australia,AUD,0.19%,"AUD 339,933.95",3.86
KANSAI ELECTRIC POWER CO /JPY/,JP3228600007,Common Stock,Japan,JPY,0.19%,"JPY 338,048.55","2,473.00"
BANK OF NOVA SCOTIA HALIFAX /CAD/,CA0641491075,Common Stock,Canada,CAD,0.19%,"CAD 337,098.55",72.01
ENEOS HOLDINGS INC /JPY/,JP3386450005,Common Stock,Japan,JPY,0.19%,"JPY 336,491.09",828.70
MICHELIN (CGDE) /EUR/,FR001400AJ45,Common Stock,France,EUR,0.19%,"EUR 336,281.10",35.42
JOHNSON CONTROLS INTERNATION,IE00BY7QL619,Common Stock,United States,USD,0.19%,"$ 336,246.24",75.68
SWISSCOM AG-REG /CHF/,CH0008742519,Common Stock,Switzerland,CHF,0.19%,"CHF 334,744.41",545.50
SNAP-ON INC,US8330341012,Common Stock,United States,USD,0.19%,"$ 334,625.58",286.74
MEDTRONIC PLC,IE00BTN1Y115,Common Stock,United States,USD,0.19%,"$ 333,269.76",88.26
SOFTBANK CORP /JPY/,JP3732000009,Common Stock,Japan,JPY,0.19%,"JPY 329,655.57",193.50
DOLLARAMA INC /CAD/,CA25675T1075,Common Stock,Canada,CAD,0.19%,"CAD 329,058.55",137.98
KENVUE INC,US49177J1025,Common Stock,United States,USD,0.19%,"$ 329,053.84",22.16
DANONE /EUR/,FR0000120644,Common Stock,France,EUR,0.19%,"EUR 327,748.18",64.02
COTERRA ENERGY INC,US1270971039,Common Stock,United States,USD,0.18%,"$ 324,652.98",24.87
AMETEK INC,US0311001004,Common Stock,United States,USD,0.18%,"$ 324,059.55",170.11
BECTON DICKINSON AND CO,US0758871091,Common Stock,United States,USD,0.18%,"$ 322,549.88",238.22
DEVON ENERGY CORP,US25179M1036,Common Stock,United States,USD,0.18%,"$ 321,967.80",42.42
FIDELITY NATIONAL INFO SERV,US31620M1062,Common Stock,United States,USD,0.18%,"$ 321,424.74",84.63
DNB BANK ASA /NOK/,NO0010161896,Common Stock,Norway,NOK,0.18%,"NOK 321,024.32",217.10
GSK PLC /GBP/,GB00BN7SWP63,Common Stock,United States,GBP,0.18%,"GBP 317,499.41",14.60
INVESTOR AB-B SHS /SEK/,SE0015811963,Common Stock,Sweden,SEK,0.18%,"SEK 314,576.42",307.40
KT&G CORP /KRW/,KR7033780008,Common Stock,South Korea,KRW,0.18%,"KRW 313,849.98","103,900.00"
MASCO CORP,US5745991068,Common Stock,United States,USD,0.18%,"$ 313,747.33",82.37
INVITATION HOMES INC,US46187W1071,Fund - Real Estate Investment Trust,United States,USD,0.18%,"$ 312,656.08",34.54
SHIONOGI & CO LTD /JPY/,JP3347200002,Common Stock,Japan,JPY,0.18%,"JPY 312,284.43","2,089.00"
DARDEN RESTAURANTS INC,US2371941053,Common Stock,United States,USD,0.18%,"$ 308,910.16",164.84
KB FINANCIAL GROUP INC /KRW/,KR7105560007,Common Stock,South Korea,KRW,0.18%,"KRW 308,279.20","82,600.00"
HANA FINANCIAL GROUP /KRW/,KR7086790003,Common Stock,South Korea,KRW,0.18%,"KRW 308,117.03","59,500.00"
ASML HOLDING NV /EUR/,NL0010273215,Common Stock,Netherlands,EUR,0.18%,"EUR 307,447.66",757.50
BRISTOL-MYERS SQUIBB CO,US1101221083,Common Stock,United States,USD,0.17%,"$ 304,172.52",53.96
HANNOVER RUECKVERSICHERU SE /EUR/,DE0008402215,Common Stock,Germany,EUR,0.17%,"EUR 302,505.90",250.70
TYSON FOODS INC-CL A,US9024941034,Common Stock,United States,USD,0.17%,"$ 301,708.15",58.55
CGI INC /CAD/,CA12532H1047,Common Stock,Canada,CAD,0.17%,"CAD 300,587.12",156.01
NUTRIEN LTD /CAD/,CA67077M1086,Common Stock,Canada,CAD,0.17%,"CAD 299,764.15",67.62
SONOVA HOLDING AG /CHF/,CH0012549785,Common Stock,Switzerland,CHF,0.17%,"CHF 299,314.16",315.40
COCHLEAR LTD /AUD/,AU000000COH5,Common Stock,Australia,AUD,0.17%,"AUD 294,466.28",292.77
ANHEUSER-BUSCH INBEV SA/ /EUR/,BE0974293251,Common Stock,Belgium,EUR,0.17%,"EUR 293,729.86",60.20
DAITO TRUST CONSTRUCT CO /JPY/,JP3486800000,Common Stock,Japan,JPY,0.17%,"JPY 292,751.09","17,390.00"
EXPEDITORS INTL WASH INC,US3021301094,Common Stock,United States,USD,0.17%,"$ 291,585.24",120.44
CVS HEALTH CORPORATION_,US1266501006,Common Stock,United States,USD,0.17%,"$ 290,525.82",64.59
UPM-KYMMENE OYJ /EUR/,FI0009005987,Common Stock,Finland,EUR,0.16%,"EUR 287,981.51",30.58
AIR LIQUIDE SA /EUR/,FR0000120073,Common Stock,France,EUR,0.16%,"EUR 287,907.25",167.60
RESTAURANT BRANDS INTERN /CAD/,CA76131D1033,Common Stock,Canada,CAD,0.16%,"CAD 287,304.00",97.40
MGM RESORTS INTERNATIONAL,US5529531015,Common Stock,United States,USD,0.16%,"$ 286,163.54",40.43
CMS ENERGY CORP,US1258961002,Common Stock,United States,USD,0.16%,"$ 286,161.96",71.22
US BANCORP,US9029733048,Common Stock,United States,USD,0.16%,"$ 285,096.60",44.70
LEIDOS HOLDINGS INC,US5253271028,Common Stock,United States,USD,0.16%,"$ 282,197.44",166.39
UNITED PARCEL SERVICE-CL B,US9113121068,Common Stock,United States,USD,0.16%,"$ 280,875.00",131.25
SCREEN HOLDINGS CO LTD /JPY/,JP3494600004,Common Stock,Japan,JPY,0.16%,"JPY 277,970.44","10,320.00"
WESFARMERS LTD /AUD/,AU000000WES1,Common Stock,Australia,AUD,0.16%,"AUD 277,893.45",68.69
WOLTERS KLUWER /EUR/,NL0000395903,Common Stock,Netherlands,EUR,0.16%,"EUR 277,623.78",150.20
AGL ENERGY LTD /AUD/,AU000000AGL7,Common Stock,Australia,AUD,0.16%,"AUD 276,694.38",11.95
ALIMENTATION COUCHE-TARD /CAD/,CA01626P1484,Common Stock,Canada,CAD,0.15%,"CAD 271,272.91",73.96
SONIC HEALTHCARE LTD /AUD/,AU000000SHL7,Common Stock,Australia,AUD,0.15%,"AUD 270,347.69",27.16
CREDICORP LTD,BMG2519Y1084,Common Stock,Peru,USD,0.15%,"$ 268,117.14",184.02
FOX CORP - CLASS A,US35137L1052,Common Stock,United States,USD,0.15%,"$ 265,033.59",41.81
SAP SE /EUR/,DE0007164600,Common Stock,Germany,EUR,0.15%,"EUR 262,208.01",200.70
MITSUBISHI ESTATE CO LTD /JPY/,JP3899600005,Common Stock,Japan,JPY,0.15%,"JPY 259,638.73","2,365.50"
BASF SE /EUR/,DE000BASF111,Common Stock,Germany,EUR,0.15%,"EUR 259,477.42",48.24
SKYWORKS SOLUTIONS INC,US83088M1027,Common Stock,United States,USD,0.15%,"$ 258,245.61",96.83
PANDORA A/S /DKK/,DK0060252690,Common Stock,Denmark,DKK,0.15%,"DKK 256,107.52","1,055.00"
MITSUBISHI CHEMICAL GROU /JPY/,JP3897700005,Common Stock,Japan,JPY,0.15%,"JPY 255,171.27",900.10
ENDESA SA /EUR/,ES0130670112,Common Stock,Spain,EUR,0.15%,"EUR 255,082.91",19.18
CARREFOUR SA /EUR/,FR0000120172,Common Stock,France,EUR,0.14%,"EUR 254,369.57",15.09
TAKEDA PHARMACEUTICAL CO /JPY/,JP3463000004,Common Stock,Japan,JPY,0.14%,"JPY 251,250.80","4,240.00"
CK HUTCHISON HOLDINGS LT /HKD/,KYG217651051,Common Stock,United Kingdom,HKD,0.14%,"HKD 251,110.65",45.35
SEGRO PLC /GBP/,GB00B5ZN1N88,Fund - Real Estate Investment Trust,United Kingdom,GBP,0.14%,"GBP 249,400.65",8.40
OCCIDENTAL PETROLEUM CORP,US6745991058,Common Stock,United States,USD,0.14%,"$ 249,302.96",55.76
SAMSUNG ELECTRONICS CO L /KRW/,KR7005930003,Common Stock,South Korea,KRW,0.14%,"KRW 249,115.16","60,600.00"
A2A SPA /EUR/,IT0001233417,Common Stock,Italy,EUR,0.14%,"EUR 248,249.97",1.97
ALLY FINANCIAL INC,US02005N1000,Common Stock,United States,USD,0.14%,"$ 244,400.08",35.12
EQUINOR ASA /NOK/,NO0010096985,Common Stock,Norway,NOK,0.14%,"NOK 243,170.90",287.25
SUN HUNG KAI PROPERTIES /HKD/,HK0016000132,Common Stock,Hong Kong,HKD,0.14%,"HKD 242,837.09",89.80
CINTAS CORP,US1729081059,Common Stock,United States,USD,0.14%,"$ 242,613.44",204.91
INTACT FINANCIAL CORP /CAD/,CA45823T1066,Common Stock,Canada,CAD,0.14%,"CAD 241,556.29",258.45
SOJITZ CORPORATION /JPY/,JP3663900003,Common Stock,Japan,JPY,0.14%,"JPY 240,186.53","3,463.00"
TELE2 AB-B SHS /SEK/,SE0005190238,Common Stock,Sweden,SEK,0.14%,"SEK 239,890.41",113.60
LKQ CORP,US5018892084,Common Stock,United States,USD,0.14%,"$ 239,281.22",39.22
TOYO SUISAN KAISHA LTD /JPY/,JP3613000003,Common Stock,Japan,JPY,0.14%,"JPY 237,913.20","9,549.00"
LOEWS CORP,US5404241086,Common Stock,United States,USD,0.13%,"$ 237,047.20",79.28
SWISS LIFE HOLDING AG-RE /CHF/,CH0014852781,Common Stock,Switzerland,CHF,0.13%,"CHF 235,090.13",698.60
CENOVUS ENERGY INC /CAD/,CA15135U1093,Common Stock,Canada,CAD,0.13%,"CAD 234,456.12",24.80
FREEPORT-MCMORAN INC,US35671D8570,Common Stock,United States,USD,0.13%,"$ 229,345.35",50.55
ENEL SPA /EUR/,IT0003128367,Common Stock,Italy,EUR,0.13%,"EUR 228,962.54",6.96
NORSK HYDRO ASA /NOK/,NO0005052605,Common Stock,Norway,NOK,0.13%,"NOK 227,832.68",68.92
CBRE GROUP INC - A,US12504L1098,Common Stock,United States,USD,0.13%,"$ 227,541.72",120.84
AMPOL LTD /AUD/,AU0000088338,Common Stock,Australia,AUD,0.13%,"AUD 227,393.68",31.30
NIKE INC -CL B,US6541061031,Common Stock,United States,USD,0.13%,"$ 226,105.25",82.25
SKANDINAVISKA ENSKILDA B /SEK/,SE0000148884,Common Stock,Sweden,SEK,0.13%,"SEK 226,102.47",150.30
GPT GROUP /AUD/,AU000000GPT8,Common Stock,Australia,AUD,0.13%,"AUD 225,865.65",5.04
MAGNA INTERNATIONAL INC /CAD/,CA5592224011,Common Stock,Canada,CAD,0.13%,"CAD 225,463.63",55.75
SWIRE PACIFIC LTD - CL A /HKD/,HK0019000162,Common Stock,Hong Kong,HKD,0.13%,"HKD 225,028.01",69.90
HALEON PLC /GBP/,GB00BMX86B70,Common Stock,United States,GBP,0.13%,"GBP 224,242.04",3.87
THERMO FISHER SCIENTIFIC INC,US8835561023,Common Stock,United States,USD,0.13%,"$ 223,281.53",598.61
HOLCIM LTD /CHF/,CH0012214059,Common Stock,United States,CHF,0.13%,"CHF 222,137.17",82.30
RIO TINTO LTD /AUD/,AU000000RIO1,Common Stock,Australia,AUD,0.12%,"AUD 217,504.79",123.68
SANDVIK AB /SEK/,SE0000667891,Common Stock,Sweden,SEK,0.12%,"SEK 213,641.10",224.40
NOMURA REAL ESTATE HOLDI /JPY/,JP3762900003,Common Stock,Japan,JPY,0.12%,"JPY 213,272.28","3,959.00"
INTERCONTINENTAL HOTELS  /GBP/,GB00BHJYC057,Common Stock,United Kingdom,GBP,0.12%,"GBP 212,861.92",82.86
OTSUKA HOLDINGS CO LTD /JPY/,JP3188220002,Common Stock,Japan,JPY,0.12%,"JPY 212,350.43","8,523.00"
LOGITECH INTERNATIONAL-R /CHF/,CH0025751329,Common Stock,Switzerland,CHF,0.12%,"CHF 211,036.80",73.08
SSE PLC /GBP/,GB0007908733,Common Stock,United Kingdom,GBP,0.12%,"GBP 209,957.85",18.38
TOKYO GAS CO LTD /JPY/,JP3573000001,Common Stock,Japan,JPY,0.12%,"JPY 209,207.77","3,377.00"
CDW CORP/DE,US12514G1085,Common Stock,United States,USD,0.12%,"$ 204,841.56",221.69
CARRIER GLOBAL CORP,US14448C1045,Common Stock,United States,USD,0.12%,"$ 204,585.60",80.80
HOYA CORP /JPY/,JP3837800006,Common Stock,Japan,JPY,0.12%,"JPY 203,932.53","20,190.00"
BE SEMICONDUCTOR INDUSTR /EUR/,NL0012866412,Common Stock,Netherlands,EUR,0.12%,"EUR 202,567.17",112.60
SPARK NEW ZEALAND LTD /NZD/,NZTELE0001S4,Common Stock,New Zealand,NZD,0.11%,"NZD 200,356.38",3.19
FLEX LTD,SG9999000020,Common Stock,United States,USD,0.11%,"$ 197,539.94",33.47
TENARIS SA /EUR/,LU2598331598,Common Stock,United States,EUR,0.11%,"EUR 197,405.71",14.88
BXP INC,US1011211018,Fund - Real Estate Investment Trust,United States,USD,0.11%,"$ 192,726.38",80.74
AUTO TRADER GROUP PLC /GBP/,GB00BVYVFW23,Common Stock,United Kingdom,GBP,0.11%,"GBP 192,161.59",8.46
YARA INTERNATIONAL ASA /NOK/,NO0010208051,Common Stock,Brazil,NOK,0.11%,"NOK 192,070.31",350.10
CHUBU ELECTRIC POWER CO  /JPY/,JP3526600006,Common Stock,Japan,JPY,0.11%,"JPY 191,604.66","1,724.50"
ITOCHU CORP /JPY/,JP3143600009,Common Stock,Japan,JPY,0.11%,"JPY 190,951.15","7,877.00"
UBE CORP /JPY/,JP3158800007,Common Stock,Japan,JPY,0.11%,"JPY 190,293.93","2,666.00"
BRIDGESTONE CORP /JPY/,JP3830800003,Common Stock,Japan,JPY,0.11%,"JPY 190,161.95","5,648.00"
BRENNTAG SE /EUR/,DE000A1DAHH0,Common Stock,Germany,EUR,0.11%,"EUR 188,325.43",66.44
SANKYO CO LTD /JPY/,JP3326410002,Common Stock,Japan,JPY,0.11%,"JPY 186,215.95","2,095.00"
CLP HOLDINGS LTD /HKD/,HK0002007356,Common Stock,Hong Kong,HKD,0.11%,"HKD 186,184.12",68.85
EXPEDIA GROUP INC,US30212P3038,Common Stock,United States,USD,0.11%,"$ 184,782.72",150.72
POSTE ITALIANE SPA /EUR/,IT0003796171,Common Stock,Italy,EUR,0.10%,"EUR 184,280.31",12.52
GECINA SA /EUR/,FR0010040865,Fund - Real Estate Investment Trust,France,EUR,0.10%,"EUR 184,101.01",102.90
RIGHTMOVE PLC /GBP/,GB00BGDT3G23,Common Stock,United Kingdom,GBP,0.10%,"GBP 182,963.68",6.25
E.ON SE /EUR/,DE000ENAG999,Common Stock,Germany,EUR,0.10%,"EUR 181,269.37",12.91
Cash and Cash Equivalent,,Cash,United States,USD,0.10%,"$ 181,000.47",1.00
BROTHER INDUSTRIES LTD /JPY/,JP3830000000,Common Stock,Japan,JPY,0.10%,"JPY 179,787.89","2,934.00"
POWER ASSETS HOLDINGS LIMITED  /HKD/,HK0006000050,Common Stock,Hong Kong,HKD,0.10%,"HKD 179,017.99",49.65
3M CO,US88579Y1010,Common Stock,United States,USD,0.10%,"$ 177,880.05",135.27
SINGAPORE TELECOMMUNICAT /SGD/,SG1T75931496,Common Stock,Singapore,SGD,0.10%,"SGD 177,514.28",3.19
NINTENDO CO LTD /JPY/,JP3756600007,Common Stock,Japan,JPY,0.10%,"JPY 176,962.00","7,743.00"
COOPER COS INC/THE,US2166485019,Common Stock,United States,USD,0.10%,"$ 176,886.40",105.92
SS&C TECHNOLOGIES HOLDINGS,US78467J1007,Common Stock,United States,USD,0.10%,"$ 175,351.29",73.77
BCE INC /CAD/,CA05534B7604,Common Stock,Canada,CAD,0.10%,"CAD 174,816.51",45.76
KAO CORP /JPY/,JP3205800000,Common Stock,Japan,JPY,0.10%,"JPY 171,994.21","7,095.00"
TELENOR ASA /NOK/,NO0010063308,Common Stock,Norway,NOK,0.10%,"NOK 169,225.77",133.90
MATSUKIYOCOCOKARA & CO /JPY/,JP3869010003,Common Stock,Japan,JPY,0.10%,"JPY 168,780.51","2,342.50"
REDEIA CORP SA /EUR/,ES0173093024,Common Stock,Spain,EUR,0.09%,"EUR 166,640.97",17.09
TELIA CO AB /SEK/,SE0000667925,Common Stock,Sweden,SEK,0.09%,"SEK 165,481.25",32.54
NEC CORP /JPY/,JP3733000008,Common Stock,Japan,JPY,0.09%,"JPY 161,065.28","14,070.00"
ORIGIN ENERGY LTD /AUD/,AU000000ORG5,Common Stock,Australia,AUD,0.09%,"AUD 159,176.97",10.34
COLES GROUP LTD /AUD/,AU0000030678,Common Stock,Australia,AUD,0.09%,"AUD 158,715.12",17.74
BOLIDEN AB /SEK/,SE0020050417,Common Stock,Sweden,SEK,0.09%,"SEK 158,061.74",350.10
SCENTRE GROUP /AUD/,AU000000SCG8,Fund - Real Estate Investment Trust,Australia,AUD,0.09%,"AUD 157,669.16",3.59
ORIENT OVERSEAS INTL LTD /HKD/,BMG677491539,Common Stock,Hong Kong,HKD,0.09%,"HKD 155,639.54",105.10
FORD MOTOR CO,US3453708600,Common Stock,United States,USD,0.09%,"$ 154,871.64",10.57
GEBERIT AG-REG /CHF/,CH0030170408,Common Stock,Switzerland,CHF,0.09%,"CHF 154,609.92",529.00
KOBE STEEL LTD /JPY/,JP3289800009,Common Stock,Japan,JPY,0.09%,"JPY 153,817.04","1,730.50"
CHUGAI PHARMACEUTICAL CO /JPY/,JP3519400000,Common Stock,Japan,JPY,0.09%,"JPY 153,661.49","6,915.00"
BERKELEY GROUP HOLDINGS/ /GBP/,GB00BP0RGD03,Common Stock,United Kingdom,GBP,0.09%,"GBP 152,036.93",47.81
SAGE GROUP PLC/THE /GBP/,GB00B8C3BL03,Common Stock,United Kingdom,GBP,0.09%,"GBP 150,804.64",10.02
SNAM SPA /EUR/,IT0003153415,Common Stock,Italy,EUR,0.08%,"EUR 147,151.51",4.48
OMV AG /EUR/,AT0000743059,Common Stock,Austria,EUR,0.08%,"EUR 145,572.98",39.84
MARUBENI CORP /JPY/,JP3877600001,Common Stock,Japan,JPY,0.08%,"JPY 143,647.69","2,452.00"
MEIJI HOLDINGS CO LTD /JPY/,JP3918000005,Common Stock,Japan,JPY,0.08%,"JPY 143,569.58","3,676.00"
AURIZON HOLDINGS LTD /AUD/,AU000000AZJ1,Common Stock,Australia,AUD,0.08%,"AUD 141,342.36",3.51
WH GROUP LTD /HKD/,KYG960071028,Common Stock,Hong Kong,HKD,0.08%,"HKD 141,275.09",6.36
OSAKA GAS CO LTD /JPY/,JP3180400008,Common Stock,Japan,JPY,0.08%,"JPY 139,528.64","3,289.00"
MITSUBISHI UFJ LEASE & FINANCE /JPY/,JP3499800005,Common Stock,Japan,JPY,0.08%,"JPY 139,498.00","1,020.50"
GIVAUDAN-REG /CHF/,CH0010645932,Common Stock,Switzerland,CHF,0.08%,"CHF 139,401.49","4,434.00"
GENERAL MOTORS CO,US37045V1008,Common Stock,United States,USD,0.08%,"$ 137,679.52",45.68
BP PLC /GBP/,GB0007980591,Common Stock,United States,GBP,0.08%,"GBP 136,511.46",4.17
CENTRICA PLC /GBP/,GB00B033F229,Common Stock,United Kingdom,GBP,0.08%,"GBP 135,246.61",1.18
OTIS WORLDWIDE CORP,US68902V1070,Common Stock,United States,USD,0.08%,"$ 134,464.16",104.56
TECK RESOURCES LTD CLS B/CAD/,CA8787422044,Common Stock,Canada,CAD,0.08%,"CAD 132,134.49",70.30
COMPAGNIE DE SAINT GOBAI /EUR/,FR0000125007,Common Stock,France,EUR,0.07%,"EUR 130,571.18",81.64
WEST PHARMACEUTICAL SERVICES,US9553061055,Common Stock,United States,USD,0.07%,"$ 128,681.00",296.50
BANK OF NEW YORK MELLON CORP,US0640581007,Common Stock,United States,USD,0.07%,"$ 128,412.32",71.98
AP MOLLER-MAERSK A/S-B /DKK/,DK0010244508,Common Stock,Denmark,DKK,0.07%,"DKK 126,103.62","9,740.00"
CRH PLC /GBP/,IE0001827041,Common Stock,United States,GBP,0.07%,"GBP 125,503.11",66.88
CONCORDIA FINANCIAL GROU /JPY/,JP3305990008,Common Stock,Japan,JPY,0.07%,"JPY 125,209.25",778.00
LG CORP /KRW/,KR7003550001,Common Stock,South Korea,KRW,0.07%,"KRW 122,796.22","79,200.00"
ORIX CORP /JPY/,JP3200450009,Common Stock,Japan,JPY,0.07%,"JPY 119,486.89","3,348.00"
KONE OYJ-B /EUR/,FI0009013403,Common Stock,Finland,EUR,0.07%,"EUR 118,965.54",52.14
GENUINE PARTS CO,US3724601055,Common Stock,United States,USD,0.07%,"$ 116,468.40",136.70
FIRSTENERGY CORP,US3379321074,Common Stock,United States,USD,0.06%,"$ 112,083.34",43.46
MITSUBISHI GAS CHEMICAL  /JPY/,JP3896800004,Common Stock,Japan,JPY,0.06%,"JPY 110,626.24","2,784.50"
FRESENIUS MEDICAL CARE AG & CO /EUR/,DE0005785802,Common Stock,Germany,EUR,0.06%,"EUR 109,437.87",37.79
KESKO OYJ-B SHS /EUR/,FI0009000202,Common Stock,Finland,EUR,0.06%,"EUR 99,704.66",18.80
TOKIO MARINE HOLDINGS INC /JPY/,JP3910660004,Common Stock,Japan,JPY,0.06%,"JPY 97,868.76","5,590.00"
FRANCO-NEVADA CORP /CAD/,CA3518581051,Common Stock,Canada,CAD,0.06%,"CAD 96,866.12",163.99
ENAGAS SA /EUR/,ES0130960018,Common Stock,Spain,EUR,0.05%,"EUR 96,428.99",13.57
MITSUI CHEMICALS INC /JPY/,JP3888300005,Common Stock,Japan,JPY,0.05%,"JPY 94,652.03","3,799.00"
XERO LTD /AUD/,NZXROE0001S2,Common Stock,New Zealand,AUD,0.05%,"AUD 93,389.49",145.32
HEIDELBERG MATERIALS AG /EUR/,DE0006047004,Common Stock,Germany,EUR,0.05%,"EUR 90,477.38",97.38
CARLSBERG AS-B /DKK/,DK0010181759,Common Stock,Denmark,DKK,0.05%,"DKK 90,433.62",805.60
HENNES & MAURITZ AB-B SH /SEK/,SE0000106270,Common Stock,Sweden,SEK,0.05%,"SEK 89,263.94",170.00
CAPITALAND INTEGRATED CO /SGD/,SG1M51904654,Common Stock,Singapore,SGD,0.05%,"SGD 88,397.65",2.12
DAICEL CORP /JPY/__,JP3485800001,Common Stock,Japan,JPY,0.05%,"JPY 88,080.87","1,348.50"
NIPPON STEEL AND SUMITOMO METAL CORPORATION /JPY/,JP3381000003,Common Stock,Japan,JPY,0.05%,"JPY 87,162.05","3,236.00"
ISUZU MOTORS LTD /JPY/,JP3137200006,Common Stock,Japan,JPY,0.05%,"JPY 85,481.30","1,983.50"
DEXUS/AU /AUD/,AU000000DXS1,Fund - Real Estate Investment Trust,Australia,AUD,0.05%,"AUD 82,033.92",7.77
BT GROUP PLC /GBP/,GB0030913577,Common Stock,United Kingdom,GBP,0.04%,"GBP 78,346.56",1.45
STMICROELECTRONICS NV /EUR/,NL0000226223,Common Stock,Singapore,EUR,0.04%,"EUR 78,270.95",25.75
HEINEKEN HOLDING NV /EUR/,NL0000008977,Common Stock,Netherlands,EUR,0.04%,"EUR 77,039.40",66.95
MONDI PLC /GBP/,GB00BMWC6P49,Common Stock,Austria,GBP,0.04%,"GBP 72,839.58",14.11
YAMAHA MOTOR CO LTD /JPY/,JP3942800008,Common Stock,Japan,JPY,0.04%,"JPY 63,754.42","1,333.50"
SOFTBANK GROUP CORP /JPY/,JP3436100006,Common Stock,Japan,JPY,0.04%,"JPY 63,412.68","8,561.00"
JAPAN METROPOLITAN FUND  /JPY/,JP3039710003,Fund - Real Estate Investment Trust,Japan,JPY,0.03%,"JPY 55,767.82","96,300.00"
VERALTO CORP,US92338C1036,Common Stock,United States,USD,0.03%,"$ 53,881.62",112.02
FORTUM OYJ /EUR/,FI0009007132,Common Stock,Finland,EUR,0.03%,"EUR 52,708.80",13.96
ELISA OYJ /EUR/,FI0009007884,Common Stock,Finland,EUR,0.03%,"EUR 52,071.25",47.28
SEKISUI CHEMICAL CO LTD /JPY/,JP3419400001,Common Stock,Japan,JPY,0.03%,"JPY 46,915.93","2,247.50"
ASAHI GROUP HOLDINGS LTD /JPY/,JP3116000005,Common Stock,Japan,JPY,0.03%,"JPY 44,883.34","1,851.50"
MOWI ASA /NOK/,NO0003054108,Common Stock,Norway,NOK,0.02%,"NOK 39,419.62",190.35
PCCW LTD /HKD/,HK0008011667,Common Stock,Hong Kong,HKD,0.02%,"HKD 38,917.29",4.38
SMITHS GROUP PLC /GBP/,GB00B1WY2338,Common Stock,United Kingdom,GBP,0.01%,"GBP 24,472.90",16.53
